SEARCH,GRAMMAR AND PROSODY,ACCENTUATION,CLASSICAL PRONUNCIATION,ECCLESIASTICAL PRONUNCIATION
notabilis," nŏtābĭlĭs, e ",no-tá-bi-lis,nɔtaːbɪlɪs,nɔtabilis
notitia," nōtĭtĭa, ae, f. ",no-tí-ti-a,noːtɪtɪa,notitsja
noto," nŏto, as, are ",no-to,nɔto,nɔto
notus," nōtus, a, um ",no-tus,noːtʊs,notus
nove," nŏvē, adv. ",no-ve,nɔweː,nɔve
novem," nŏvĕm, num. ",no-vem,nɔwɛm,nɔvɛm
noverca," nŏvērca, ae, f. ",no-vér-ca,nɔweːrka,nɔverka
novitas," nŏvĭtās, atis, f. ",nó-vi-tas,nɔwɪtaːs,nɔvitas
novo," nŏvo, as, are ",no-vo,nɔwo,nɔvo
novum," nŏvum, i, n. ",no-vum,nɔwʊm,nɔvum
novus," nŏvus, a, um ",no-vus,nɔwʊs,nɔvus
nox," nōx, adv. ",nox,noːks,noks
nox," nōx, noctis, f.",nox,noːks,noks
noxa," nōxa, ae, f. ",no-xa,noːksa,noksa
noxie," nōxĭē, adv. ",nó-xi-e,noːksɪeː,noksje
noxius," nōxĭus, a, um ",nó-xi-us,noːksɪʊs,noksjus
nubes," nūbēs, is, f. ",nu-bes,nʊːbeːs,nubes
nubila," nūbĭla, orum, n. ",nú-bi-la,nʊːbɪla,nubila
nubilo," nūbĭlo, as, are ",nú-bi-lo,nʊːbɪlo,nubilo
nubilum," nūbĭlŭm, i, n. ",nú-bi-lum,nʊːbɪlʊm,nubilum
nubilus," nūbĭlus, a, um ",nú-bi-lus,nʊːbɪlʊs,nubilus
nubis," nūbĭs, is, m. ",nu-bis,nʊːbɪs,nubis
nubo," nūbo, is, ere, psi, ptum ",nu-bo,nʊːbo,nubo
nudo," nūdo, as, are ",nu-do,nʊːdo,nudo
nudus," nūdus, a, um ",nu-dus,nʊːdʊs,nudus
nuga," nūga, ae, f. ",nu-ga,nʊːga,nuga
nugus," nūgus, a, um ",nu-gus,nʊːgʊs,nugus
nullus," nūllŭs, a, um ",nul-lus,nʊːllʊs,nullus
num," nŭm, adv. interr. ",num,nʊm,num
Numa," Nŭma, ae, m. ",Nu-ma,nʊma,numa
numen," nūmĕn, inis, n. ",nu-men,nʊːmɛn,numɛn
numero," nŭmĕrō, adv. ",nú-me-ro,nʊmɛroː,numɛro
numero," nŭmĕrō, as, are ",nú-me-ro,nʊmɛroː,numɛro
numerus," nŭmĕrus, i, m. ",nú-me-rus,nʊmɛrʊs,numɛrus
Numida," Nŭmĭda, ae, m./ f. ",Nú-mi-da,nʊmɪda,numida
Numidae," Nŭmĭdāe, arum, m. ",Nú-mi-dæ,nʊmɪdae̯,numidɛ
Numidia," Nŭmĭdĭa, ae, f. ",Nu-mí-di-a,nʊmɪdɪa,numidja
Numidus," Nŭmĭdus, a, um ",Nú-mi-dus,nʊmɪdʊs,numidus
numquam," nūmquăm, adv. ",num-quam,nʊːmkʷam,numkwam
numquid," nūmquid, nūnquĭd, adv. interr. ",num-quid,nʊːmkʷɪd,numkwid
numus," nūmus, i, m. ",nu-mus,nʊːmʊs,numus
nunc," nūnc, adv. ",nunc,nʊːnk,nunk
nuncupo," nūncŭpo, as, are ",nún-cu-po,nʊːnkʊpo,nunkupo
nuntio," nūntĭo, a, are ",nún-ti-o,nʊːntɪo,nuntsjo
nuntium," nūntĭum, ii, n. ",nún-ti-um,nʊːntɪʊm,nuntsjum
nuntius," nūntĭus, a, um ",nún-ti-us,nʊːntɪʊs,nuntsjus
nuntius," nūntĭus, ii, m. ",nún-ti-us,nʊːntɪʊs,nuntsjus
nuper," nūpĕr, adv. ",nu-per,nʊːpɛr,nupɛr
nupta," nūpta, ae, f. ",nup-ta,nʊːpta,nupta
nuptiae," nūptĭāe, arum, f. pl. ",núp-ti-æ,nʊːptɪae̯,nuptsje
nupto," nūpto, āre, intr. ",nup-to,nʊːpto,nupto
nuptus," nūptus, a, um ",nup-tus,nʊːptʊs,nuptus
nurus," nŭrus, us, f. ",nu-rus,nʊrʊs,nurus
nusquam," nūsquăm, adv. ",nus-quam,nʊːskʷam,nuskwam
nuto," nūto, as, are ",nu-to,nʊːto,nuto
nutrio," nūtrĭo, is, ire, iui/ ii, itum ",nú-tri-o,nʊːtrɪo,nutrjo
nutrix," nūtrīx, icis, f. ",nu-trix,nʊːtriːks,nutriks
nutus," nūtus, us, m. ",nu-tus,nʊːtʊs,nutus
nux," nūx, nucis, f. ",nux,nʊːks,nuks
nympha," nȳmpha, ae, f. ",nym-pha,nʏːmpʰa,nimfa
o," ō, excl. ",o,oː,o
ob," ŏb, prep. + acc. ",ob,ɔb,ɔb
obduco," ōbdūco, is, ere, duxi, ductum ",ob-dú-co,oːbdʊːko,obduko
obeo," ŏbĕo, is, ire, ii, itum ",ó-be-o,ɔbɛo,ɔbɛo
obicio," ōbĭcĭo, is, ere, ieci, iectum ",o-bí-ci-o,oːbɪkɪo,obitʃo
obiecto," ōbiēcto, as, are ",ob-jéc-to,oːbjeːkto,objekto
obiectus," ōbiēctus, a, um ",ob-jéc-tus,oːbjeːktʊs,objektus
obiicio," ōbiĭcĭo, is, ere, ieci, iectum ",ob-jí-ci-o,oːbjɪkɪo,objitʃo
obiurgo," ōbiūrgo, as, are ",ob-júr-go,oːbjʊːrgo,objurgo
oblectamentum," ōblēctāmēntum, i, n. ",o-blec-ta-mén-tum,oːbleːktaːmeːntʊm,oblektamentum
oblecto," ōblēcto, as, re ",o-bléc-to,oːbleːkto,oblekto
obligo," ōblĭgo, as, are ",ó-bli-go,oːblɪgo,obligo
oblino," ōblĭno, is, ere, leui, litum ",ó-bli-no,oːblɪno,oblino
obliquus," ōblīquus, a, um ",o-blí-quus,oːbliːkʷʊs,oblikwus
oblittero," ōblīttĕro, as, are ",o-blít-te-ro,oːbliːttɛro,oblittɛro
oblitterus," ōblīttĕrus, a, um ",o-blít-te-rus,oːbliːttɛrʊs,oblittɛrus
oblivio," ōblīvĭō̆, onis, f. ",o-blí-vi-o,oːbliːwɪoː̆,oblivjɔ
obliviscor," ōblīvīscŏr, eris, i, oblitus sum ",o-bli-vís-cor,oːbliːwiːskɔr,obliviskɔr
oblivium," ōblīvĭum, ii, n. ",o-blí-vi-um,oːbliːwɪʊm,oblivjum
oblivius," ōblīvĭus, a, um ",o-blí-vi-us,oːbliːwɪʊs,oblivjus
obnoxie," ōbnōxĭē, adv. ",ob-nó-xi-e,oːbnoːksɪeː,obnoksje
obnoxius," ōbnōxĭus, a, um ",ob-nó-xi-us,oːbnoːksɪʊs,obnoksjus
oborior," ŏbŏrĭŏr, iris, iri, ortus sum ",o-bó-ri-or,ɔbɔrɪɔr,ɔbɔrjɔr
obruo," ōbrŭo, is, ere, obrui, obrutum ",ó-bru-o,oːbrwo,obruo
obs," ōbs, prep. ",obs,oːbs,obs
obscenus," ōbscēnus, i, m. ",ob-scé-nus,oːbskeːnʊs,obʃenus
obscenus," ōbscēnus, ōbscāenus, a, um ",ob-scé-nus,oːbskeːnʊs,obʃenus
obscure," ōbscūrē, adv. ",ob-scú-re,oːbskʊːreː,obskure
obscuro," ōbscūro, as, are ",ob-scú-ro,oːbskʊːro,obskuro
obscurum," ōbscūrum, i, n. ",ob-scú-rum,oːbskʊːrʊm,obskurum
obscurus," ōbscūrus, a, um ",ob-scú-rus,oːbskʊːrʊs,obskurus
obsecro," ōbsē̆cro, as, are ",ób-se-cro,oːbseː̆kro,obsĕkro
obsequium," ōbsĕquĭŭm, i, n. ",ob-sé-qui-um,oːbsɛkʷɪʊm,obsɛkwjum
obsequor," ōbsĕquŏr, eris, i, cutus sum ",ób-se-quor,oːbsɛkʷɔr,obsɛkwɔr
observo," ōbsērvo, as, are ",ob-sér-vo,oːbseːrwo,observo
obses," ōbsēs, idis, m. ",ob-ses,oːbseːs,obses
obsideo," ōbsĭdĕo, es, ere, edi, essum ",ob-sí-de-o,oːbsɪdɛo,obsidɛo
obsidio," ōbsĭdĭō̆, onis, f. ",ob-sí-di-o,oːbsɪdɪoː̆,obsidjɔ
obsidium," ōbsĭdĭum, ii, n. ",ob-sí-di-um,oːbsɪdɪʊm,obsidjum
obsigno," ōbsīgno, asz, are ",ob-sí-gno,oːbsiːŋno,obsiɲo
obsisto," ōbsīsto, is, ere, stiti, - ",ob-sís-to,oːbsiːsto,obsisto
obsonium," ōbsōnĭŭm, ii, n. ",ob-só-ni-um,oːbsoːnɪʊm,obsonjum
obstinatus," ōbstĭnātus, a, um ",obs-ti-ná-tus,oːbstɪnaːtʊs,obstinatus
obstino," ōbstĭno, as, are ",óbs-ti-no,oːbstɪno,obstino
obsto," ōbsto, as, are, stiti, staturus ",obs-to,oːbsto,obsto
obstrepo," ōbstrĕpo, is, ere, strepui, strepitum ",óbs-tre-po,oːbstrɛpo,obstrɛpo
obstringo," ōbstrīngo, is, ere, strinxi, strictum ",obs-trín-go,oːbstriːngo,obstringo
obstruo," ōbstrŭo, is, ere, struxi, structum ",óbs-tru-o,oːbstrwo,obstruo
obstupesco," ōbstŭpēsco, ōbstĭpēsco, is, ere, stupui , - ",obs-tu-pés-co,oːbstʊpeːsko,obstupesko
obsum," ōbsŭm, es, esse, fui ",ob-sum,oːbsʊm,obsum
obtego," ōbtĕgo, is, ere, texi, textum ",ób-te-go,oːbtɛgo,obtɛgo
obtempero," ōbtēmpĕro, as, are ",ob-tém-pe-ro,oːbteːmpɛro,obtempɛro
obtero," ōbtĕro, is, ere, trui, tritum ",ób-te-ro,oːbtɛro,obtɛro
obtestor," ōbtēstŏr, aris, ari ",ob-tés-tor,oːbteːstɔr,obtestɔr
obtineo," ōbtĭnĕo, es, ere, tinui, tentum ",ob-tí-ne-o,oːbtɪnɛo,obtinɛo
obtingo," ōbtīngo, is, ere, tigi ",ob-tín-go,oːbtiːngo,obtingo
obtrunco," ōbtrūnco, ōptrūnco, as, are ",ob-trún-co,oːbtrʊːnko,obtrunko
obvenio," ōbvĕnĭo, is, ire, ueni, uentum ",ob-vé-ni-o,oːbwɛnɪo,obvɛnjo
obverso," ōbvērso, as, are, cf. obuersor ",ob-vér-so,oːbweːrso,obverso
obversor," ōbvērsŏr, aris, ari ",ob-vér-sor,oːbweːrsɔr,obversɔr
obverto," ōbvērto, ōbvōrto, is, ere, uerti, uersum ",ob-vér-to,oːbweːrto,obverto
obviam," ōbvĭăm, adv. ",ób-vi-am,oːbwɪam,obvjam
obvius," ōbvĭus, a, um ",ób-vi-us,oːbwɪʊs,obvjus
obvius," ōbvĭus, i, m. ",ób-vi-us,oːbwɪʊs,obvjus
occasio," ōccāsĭō̆, onis, f. ",oc-cá-si-o,oːkkaːsɪoː̆,okkasjɔ
occasus," ōccāsus, a, um ",oc-cá-sus,oːkkaːsʊs,okkasus
occasus," ōccāsus, us, m. ",oc-cá-sus,oːkkaːsʊs,okkasus
occido," ōccĭdo, is, ere, occidi, occasum (ob + cado) ",óc-ci-do,oːkkɪdo,ottʃido
occido," ōccīdo, is, ere, occidi, occisum (ob + caedo) ",oc-cí-do ,oːkkiːdo,ottʃido
occipio," ōccĭpĭo, is, ere, cepi, ceptum ",oc-cí-pi-o,oːkkɪpɪo,ottʃipjo
occulo," ōccŭlo, is, ere, cului, cultum ",óc-cu-lo,oːkkʊlo,okkulo
occulte," ōccūltē, adv. ",oc-cúl-te,oːkkʊːlteː,okkulte
occulto," ōccūltō, adv. ",oc-cúl-to,oːkkʊːltoː,okkulto
occulto," ōccūlto, occultas, occultāre, occultavi, occultatum",oc-cúl-to,oːkkʊːltoː,okkulto
occultum," ōccūltŭm, i, n. ",oc-cúl-tum,oːkkʊːltʊm,okkultum
occultus," ōccūltus, a, um ",oc-cúl-tus,oːkkʊːltʊs,okkultus
occupatio," ōccŭpātĭō̆, onis, f. ",oc-cu-pá-ti-o,oːkkʊpaːtɪoː̆,okkupatsjo
occupatus," ōccŭpātus, a, um ",oc-cu-pá-tus,oːkkʊpaːtʊs,okkupatus
occupatus," ōccŭpātŭs, us, m. ",oc-cu-pá-tus,oːkkʊpaːtʊs,okkupatus
occupo," ōccŭpo, as, are ",óc-cu-po,oːkkʊpo,okkupo
occupo," ōccŭpo, ōnis, m. ",óc-cu-po,oːkkʊpo,okkupo
occurro," ōccūrro, is, ere, curri, cursum ",oc-cúr-ro,oːkkʊːrro,okkurro
occursus," ōccūrsus, us, m. ",oc-cúr-sus,oːkkʊːrsʊs,okkursus
Oceanus," Ōcĕănus, i, m. ",O-cé-a-nus,oːkɛanʊs,otʃɛanus
ocellus," ŏcēllus, i, m. ",o-cél-lus,ɔkeːllʊs,ɔtʃellus
ociter," ōcĭtĕr, adv. ",ó-ci-ter,oːkɪtɛr,otʃitɛr
Octavia," Ōctāvĭa, ae, f. ",Oc-tá-vi-a,oːktaːwɪa,oktavja
Octavius," Ōctāvĭus, a, um ",Oc-tá-vi-us,oːktaːwɪʊs,oktavjus
octavus," ōctāvus, a, um ",oc-tá-vus,oːktaːwʊs,oktavus
octingenti," ōctīngēnti, ae, a ",oc-tin-gén-ti,oːktiːngeːntɪ,oktindʒenti
octingentus," ōctīngēntus, cf. octingenti ",oc-tin-gén-tus,oːktiːngeːntʊs,oktindʒentus
octo," ōctō, num. ",oc-to,oːktoː,okto
octoginta," ōctōgīntā̆, num. ",oc-to-gín-ta,oːktoːgiːntaː̆,oktodʒinta
oculus," ŏcŭlus, i, m. ",ó-cu-lus,ɔkʊlʊs,ɔkulus
odio," ŏdĭo, is, ire, īvi ",ó-di-o ,ɔdɪo,ɔdjo
odiosus," ŏdĭōsus, ŏdĭōssus, a, um ",o-di-ó-sus,ɔdɪoːsʊs,ɔdjosus
odium," ŏdĭum, i, n. ",ó-di-um,ɔdɪʊm,ɔdjum
odor," ŏdŏr, ŏdōs, oris, m. ",o-dor,ɔdɔr,ɔdɔr
odoratus," ŏdōrātus, a, um ",o-do-rá-tus,ɔdoːraːtʊs,ɔdoratus
odoratus," ŏdōrātŭs, us, m. ",o-do-rá-tus,ɔdoːraːtʊs,ɔdoratus
odoro," ŏdōro, as, are ",o-dó-ro,ɔdoːro,ɔdoro
odoror," ŏdōrŏr, aris, ari ",o-dó-ror,ɔdoːrɔr,ɔdorɔr
offendo," ōffēndo, ĭnis, f. ",of-fén-do,oːffeːndo,offendo
offendo," ōffēndo, is, ere, fendi, fensum ",of-fén-do,oːffeːndo,offendo
offensa," ōffēnsa, ae, f. ",of-fén-sa,oːffeːnsa,offensa
offensio," ōffēnsĭō̆, ionis, f. ",of-fén-si-o,oːffeːnsɪoː̆,offensjɔ
offenso," ōffēnso, as, are ",of-fén-so,oːffeːnso,offenso
offensum," ōffēnsum, i, n. ",of-fén-sum,oːffeːnsʊm,offensum
offensus," ōffēnsus, a, um ",of-fén-sus,oːffeːnsʊs,offensus
offero," ōffĕro, fers, ferre, obtuli, oblatum ",óf-fe-ro,oːffɛro,offɛro
officio," ōffĭcĭo, is, ere, fec, fectum ",of-fí-ci-o,oːffɪkɪo,offitʃo
officium," ōffĭcĭŭm, ii, n. ",of-fí-ci-um,oːffɪkɪʊm,offitʃum
olea," ŏlĕa, ae, f. ",ó-le-a,ɔlɛa,ɔlɛa
oleo," ŏlĕo, es, ere, ui ",ó-le-o,ɔlɛo,ɔlɛo
oleum," ŏlĕŭm, i, n. ",ó-le-um,ɔlɛʊm,ɔlɛum
olim," ōlĭm, adv. ",o-lim,oːlɪm,olim
oliva," ŏlīvă, ae, f. ",o-lí-va,ɔliːwa,ɔliva
olivo," ŏlīvo, āre ",o-lí-vo,ɔliːwo,ɔlivo
olivum," ŏlīvŭm, i, n. ",o-lí-vum,ɔliːwʊm,ɔlivum
Olympos," Ŏlȳmpos, i, m. ",O-lým-pos,ɔlʏːmpos,ɔlimpos
Olympus," Ŏlȳmpus, i, f. ",O-lým-pus,ɔlʏːmpʊs,ɔlimpus
omen," ōmĕn, inis, n. ",o-men,oːmɛn,omɛn
omitto," ŏmītto, is, ere, misi, missum ",o-mít-to,ɔmiːtto,ɔmitto
omne," ōmne, is, n. ",om-ne,oːmnɛ,omnɛ
omnino," ōmnīnō, adv. ",om-ní-no,oːmniːnoː,omnino
omnis," ōmnĭs, e ",om-nis,oːmnɪs,omnis
onerarius," ŏnĕrārĭus, a, um ",o-ne-rá-ri-us,ɔnɛraːrɪʊs,ɔnɛrarjus
onero," ŏnĕro, as, are ",ó-ne-ro,ɔnɛro,ɔnɛro
onus," ŏnŭs, eris, n. ",o-nus,ɔnʊs,ɔnus
onustus," ŏnūstus, a, um ",o-nús-tus,ɔnʊːstʊs,ɔnustus
opacus," ŏpācus, a, um ",o-pá-cus,ɔpaːkʊs,ɔpakus
opera," ŏpĕra, ae, f. ",ó-pe-ra,ɔpɛra,ɔpɛra
operio," ŏpĕrĭo, is, ire, perui, pertum ",o-pé-ri-o,ɔpɛrɪo,ɔpɛrjo
opero," ŏpĕro, āvi, 1 ",ó-pe-ro,ɔpɛro,ɔpɛro
operor," ŏpĕrŏr, aris, ari, atus sum ",ó-pe-ror,ɔpɛrɔr,ɔpɛrɔr
operosus," ŏpĕrōsus, a, um ",o-pe-ró-sus,ɔpɛroːsʊs,ɔpɛrosus
opimus," ŏpīmus, a, um ",o-pí-mus,ɔpiːmʊs,ɔpimus
opinio," ŏpīnĭō̆, onis, f ",o-pí-ni-o,ɔpiːnɪoː̆,ɔpinjɔ
opino," ŏpīno, as, are ",o-pí-no,ɔpiːno,ɔpino
opinor," ŏpīnŏr, aris, ari, atus sum ",o-pí-nor,ɔpiːnɔr,ɔpinɔr
oporteo," ŏpōrtĕo, v. défectif utilisé seulement à la 3ème personne du singulier ",o-pór-te-o,ɔpoːrtɛo,ɔportɛo
opos," ŏpŏs, i, m. ",o-pos,ɔpɔs,ɔpɔs
opperior," ōppĕrĭŏr, iris, iri, oppertus sum ",op-pé-ri-or,oːppɛrɪɔr,oppɛrjɔr
oppeto," ōppĕto, is, ere ",óp-pe-to,oːppɛto,oppɛto
Oppianicus," Ōppĭănĭcus, i, m. ",Op-pi-á-ni-cus,oːppɪanɪkʊs,oppjanikus
oppidanus," ōppĭdānus, a, um ",op-pi-dá-nus,oːppɪdaːnʊs,oppidanus
oppidanus," ōppĭdānus, a, um ",op-pi-dá-nus,oːppɪdaːnʊs,oppidanus
oppidum," ōppĭdŭm, i, n. ",óp-pi-dum,oːppɪdʊm,oppidum
oppono," ōppōno, is, ere, posui, positum ",op-pó-no,oːppoːno,oppono
opportunitas," ōppōrtūnĭtās, atis, f. ",op-por-tú-ni-tas,oːppoːrtʊːnɪtaːs,opportunitas
opportunus," ōppōrtūnus, a, um ",op-por-tú-nus,oːppoːrtʊːnʊs,opportunus
opprimo," ōpprĭmo, is, ere, pressi, pressum ",óp-pri-mo,oːpprɪmo,opprimo
oppugnatio," ōppūgnātĭō̆, ionis, f. ",op-pu-gná-ti-o,oːppʊːŋnaːtɪoː̆,oppuɲatsjo
oppugno," ōppūgno, as, are ",op-pú-gno,oːppʊːŋno,oppuɲo
ops," ōps, opis, f. ",ops,oːps,ops
optabilis," ōptābĭlĭs, e ",op-tá-bi-lis,oːptaːbɪlɪs,optabilis
optatus," ōptātus, a, um ",op-tá-tus,oːptaːtʊs,optatus
optimas," ōptĭmās, ātis ",óp-ti-mas,oːptɪmaːs,optimas
optimates," ōptĭmātēs, ium, m. pl. ",op-ti-má-tes,oːptɪmaːteːs,optimates
opto," ōpto, as, are ",op-to,oːpto,opto
optus," ōptus, a, um ",op-tus,oːptʊs,optus
opulens," ŏpŭlēns, entis ",ó-pu-lens,ɔpʊleːns,ɔpulens
opulentia," ŏpŭlēntĭa, ae, f. ",o-pu-lén-ti-a,ɔpʊleːntɪa,ɔpulentsja
opulentus," ŏpŭlēntus, a, um ",o-pu-lén-tus,ɔpʊleːntʊs,ɔpulentus
opus," ŏpus, indecl. n. ",o-pus,ɔpʊs,ɔpus
opus," ŏpŭs, operis, n. ",o-pus,ɔpʊs,ɔpus
ora," ōra, ae, f. ",o-ra,oːra,ora
oraculum," ōrācŭlŭm, i, n. ",o-rá-cu-lum,oːraːkʊlʊm,orakulum
oratio," ōrātĭō̆, onis, f. ",o-rá-ti-o,oːraːtɪoː̆,oratsjo
orator," ōrātŏr, oris, m. ",o-rá-tor,oːraːtɔr,oratɔr
orba," ōrba, ae, f. ",or-ba,oːrba,orba
orbis," ōrbĭs, is, m. ",or-bis,oːrbɪs,orbis
orbita," ōrbĭta, ae, f. ",ór-bi-ta,oːrbɪta,orbita
orbitas," ōrbĭtās, atis, f. ",ór-bi-tas,oːrbɪtaːs,orbitas
orbitus," ōrbītus, a, um ",or-bí-tus,oːrbiːtʊs,orbitus
orbo," ōrbo, as, are ",or-bo,oːrbo,orbo
orbs," ōrbs, orbis, m. ",orbs,oːrbs,orbs
orbus," ōrbus, a, um ",or-bus,oːrbʊs,orbus
Orcus," Ōrcus, i, m. ",Or-cus,oːrkʊs,orkus
ordino," ōrdĭno, as, are ",ór-di-no,oːrdɪno,ordino
ordior," ōrdĭŏr, iris, iri, orsus sum ",ór-di-or,oːrdɪɔr,ordjɔr
ordo," ōrdō, inis, m. ",or-do,oːrdoː,ordo
Orestes," Ŏrēstēs, is, m. ",O-rés-tes,ɔreːsteːs,ɔrestes
oriens," ŏrĭēns, entis ",ó-ri-ens,ɔrɪeːns,ɔrjens
origo," ŏrīgō, ginis, f. ",o-rí-go,ɔriːgoː,ɔrigo
orior," ŏrĭŏr, iris, iri, ortus sum ",ó-ri-or,ɔrɪɔr,ɔrjɔr
ornamentum," ōrnāmēntŭm, i, n. ",or-na-mén-tum,oːrnaːmeːntʊm,ornamentum
ornatus," ōrnātus, a, um ",or-ná-tus,oːrnaːtʊs,ornatus
ornatus," ōrnātus, us, m. ",or-ná-tus,oːrnaːtʊs,ornatus
orno," ōrno, as, are ",or-no,oːrno,orno
ornus," ōrnus, i, f. ",or-nus,oːrnʊs,ornus
oro," ōro, as, are ",o-ro,oːro,oro
ortus," ōrtus, a, um ",or-tus,oːrtʊs,ortus
ortus," ōrtus, i, m. ",or-tus,oːrtʊs,ortus
ortus," ōrtus, us, m. ",or-tus,oːrtʊs,ortus
orum," ōrum, i, n. ",o-rum,oːrʊm,orum
os," ōs, oris, n. ",os,oːs,os
os," ŏs, ossis, n. ",os,ɔs,ɔs
osculo," ōscŭlo, as, are ",ós-cu-lo,oːskʊlo,oskulo
osculor," ōscŭlŏr, aris, ari ",ós-cu-lor,oːskʊlɔr,oskulɔr
osculum," ōscŭlŭm, i, n. ",ós-cu-lum,oːskʊlʊm,oskulum
ostendo," ōstēndo, is, ere, tendi, tentum ",os-tén-do,oːsteːndo,ostendo
ostentatio," ōstēntātĭō̆, ionis, f. ",os-ten-tá-ti-o,oːsteːntaːtɪoː̆,ostentatsjo
ostento," ōstēnto, as, are ",os-tén-to,oːsteːnto,ostento
ostentum," ōstēntum, i, n. ",os-tén-tum,oːsteːntʊm,ostentum
ostentus," ōstēntus, a, um ",os-tén-tus,oːsteːntʊs,ostentus
ostentus," ōstēntus, us, m. ",os-tén-tus,oːsteːntʊs,ostentus
Ostia," Ōstĭa, ae, f. ",Ós-ti-a,oːstɪa,ostja
Ostia," Ōstĭa, orum, n. ",Ós-ti-a,oːstɪa,ostja
ostium," ōstĭŭm, ii, n. ",ós-ti-um,oːstɪʊm,ostjum
ostrum," ōstrŭm, i, n. ",os-trum,oːstrʊm,ostrum
Otho," Ŏthō̆, onis, m. ",O-tho,ɔtʰoː̆,ɔtɔ
Othonianus," Ŏthōnĭānus, a, um ",O-tho-ni-á-nus,ɔtʰoːnɪaːnʊs,ɔtonjanus
Othos," Ōthos, i, m. ",O-thos,oːtʰos,otos
otion," ōtĭŏn, ii, n. ",ó-ti-on,oːtɪɔn,otjɔn
otiosus," ōtĭōsus, a, um ",o-ti-ó-sus,oːtɪoːsʊs,otsjosus
otiosus," ōtĭōsus, i, m. ",o-ti-ó-sus,oːtɪoːsʊs,otsjosus
otium," ōtĭŭm, ii, n. ",ó-ti-um,oːtɪʊm,otsjum
ovis," ŏvĭs, is, f. ",o-vis,ɔwɪs,ɔvis
ovo," ŏvo, as, are ",o-vo,ɔwo,ɔvo
ovum," ōvŭm, i, n. ",o-vum,oːwʊm,ovum
pabulum," pābŭlŭm, i, n. ",pá-bu-lum,paːbʊlʊm,pabulum
pacatus," pācātus, a, um ",pa-cá-tus,paːkaːtʊs,pakatus
pacisco," păcīsco, is, ĕre ",pa-cís-co,pakiːsko,patʃisko
paciscor," păcīscŏr, eris, i, pactus sum ",pa-cís-cor,pakiːskɔr,patʃiskɔr
paco,"pāco, pācas, pācāre, pacavi, pacatum",pa-co,paːko,pako
paco,"păco, păcis, păcĕre",pa-co,paːko,pako
pactio," pāctĭō̆, ionis, f. ",pác-ti-o,paːktɪoː̆,paktsjo
pactum," pāctŭm, i, n. ",pac-tum,paːktʊm,paktum
pactus," pāctus, a, um ",pac-tus,paːktʊs,paktus
pactus," pāctus, i, m. ",pac-tus,paːktʊs,paktus
Padus," Pădus, i, m. ",Pa-dus,padʊs,padus
paedagogus," pāedăgōgus, i, m. ",pæ-da-gó-gus,pae̯dagoːgʊs,pɛdagogus
paene," pāenĕ, adv. ",pæ-ne,pae̯nɛ,pɛnɛ
paenitens," pāenĭtēns, entis ",pǽ-ni-tens,pae̯nɪteːns,pɛnitens
paenitentia," pāenĭtēntĭa, ae, f. ",pæ-ni-tén-ti-a,pae̯nɪteːntɪa,pɛnitentsja
paeniteo," pāenĭtĕo, es, ere, ui ",pæ-ní-te-o,pae̯nɪtɛo,pɛnitɛo
paeniteor," pāenĭtĕŏr, ēri, intr. ",pæ-ní-te-or,pae̯nɪtɛɔr,pɛnitɛɔr
pagus," pāgus, i, m. ",pa-gus,paːgʊs,pagus
pala," pāla, ae, f. ",pa-la,paːla,pala
palam," pălăm, adv. ",pa-lam,palam,palam
palatium," pălātĭum, ii, n. ",pa-lá-ti-um,palaːtɪʊm,palatsjum
palatum," pălātum, i, n. ",pa-lá-tum,palaːtʊm,palatum
palatus," pālātus, a, um ",pa-lá-tus,paːlaːtʊs,palatus
palatus," pălātus, i, m. ",pa-lá-tus,palaːtʊs,palatus
pale," pălē, es, f. ",pa-le,paleː,pale
palla," pālla, ae, f. ",pal-la,paːlla,palla
Pallas," Pāllăs, adis, f. ",Pal-las,paːllas,pallas
palleo," pāllĕo, es, ere, ui intr. ",pál-le-o,paːllɛo,pallɛo
pallidus," pāllĭdus, a, um ",pál-li-dus,paːllɪdʊs,pallidus
pallium," pāllĭŭm, i, n. ",pál-li-um,paːllɪʊm,palljum
pallor," pāllŏr, oris, m. ",pal-lor,paːllɔr,pallɔr
palma," pālma, ae, f. ",pal-ma,paːlma,palma
palmo," pālmo, no perf., ātum, 1 ",pal-mo,paːlmo,palmo
palo," pālo, āvi, ātum, 1 ",pa-lo,paːlo,palo
palor," pālŏr, aris, ari ",pa-lor,paːlɔr,palɔr
palus," pālus, i, m. ",pa-lus,paːlʊs,palus
palus," pălūs, udis, f. ",pa-lus,palʊːs,palus
pana," pāna, ae, f. ",pa-na,paːna,pana
Panaetius," Pănāetĭŭs, ii, m. ",Pa-nǽ-ti-us,panae̯tɪʊs,panɛtsjus
pando," pāndo, as, pandāre, āvi, ātum",pan-do,paːndo,pando
pando," pāndo, is, ere, pandi, passum ",pan-do,paːndo,pando
pandus," pāndus, a, um ",pan-dus,paːndʊs,pandus
pane," pānĕ, is, n. ",pa-ne,paːnɛ,panɛ
pango," pāngo, is, ere, pepigi, pactum ",pan-go,paːngo,pango
panion," pānĭŏn, ii, n. ",pá-ni-on,paːnɪɔn,panjɔn
panis," pānĭs, is, m. ",pa-nis,paːnɪs,panis
pansa," pānsa, ae, f. ",pan-sa,paːnsa,pansa
